,Date,Price,Open,High,Low,Vol.,Change %
394,2021-02-11,61.14,61.01,61.5,60.72,209.69K,-0.54%
395,2021-02-10,61.47,61.21,61.69,60.87,287.71K,0.62%
396,2021-02-09,61.09,60.8,61.34,60.05,319.50K,0.88%
397,2021-02-08,60.56,59.43,60.72,59.43,269.31K,2.06%
398,2021-02-05,59.34,59.17,59.79,59.08,229.42K,0.85%
399,2021-02-04,58.84,58.59,59.12,58.04,244.07K,0.65%
400,2021-02-03,58.46,57.85,58.94,57.5,276.86K,1.74%
401,2021-02-02,57.46,56.35,58.05,56.33,337.68K,1.97%
402,2021-02-01,56.35,54.91,56.53,54.6,288.25K,0.84%
403,2021-01-29,55.88,55.52,56.37,55.31,19.94K,0.63%
404,2021-01-28,55.53,55.41,56.59,55.31,122.48K,-0.50%
405,2021-01-27,55.81,56.05,56.49,55.2,132.41K,-0.18%
406,2021-01-26,55.91,55.93,56.34,55.39,163.20K,0.05%
407,2021-01-25,55.88,55.26,56.02,55.07,198.27K,0.85%
408,2021-01-22,55.41,56.0,56.03,54.48,269.37K,-1.23%
409,2021-01-21,56.1,55.82,56.24,55.49,254.59K,0.04%
410,2021-01-20,56.08,56.07,56.64,55.66,310.89K,0.32%
411,2021-01-19,55.9,55.01,56.08,54.89,261.10K,2.10%
412,2021-01-18,54.75,54.75,55.21,54.49,142.87K,-0.64%
413,2021-01-15,55.1,56.41,56.5,54.64,298.41K,-2.34%
414,2021-01-14,56.42,55.93,56.57,55.24,331.29K,0.64%
415,2021-01-13,56.06,56.83,57.42,55.77,324.30K,-0.92%
416,2021-01-12,56.58,55.66,56.79,55.51,288.14K,1.65%
417,2021-01-11,55.66,56.24,56.39,54.99,295.07K,-0.59%
418,2021-01-08,55.99,54.56,56.36,54.34,336.65K,2.96%
419,2021-01-07,54.38,54.13,54.9,53.94,267.19K,0.15%
420,2021-01-06,54.3,53.52,54.73,53.02,414.41K,1.31%
421,2021-01-05,53.6,50.95,53.9,50.7,455.35K,4.91%
422,2021-01-04,51.09,51.5,53.33,50.56,382.90K,-1.37%
423,2020-12-31,51.8,51.49,51.84,50.9,133.22K,0.90%
424,2020-12-30,51.34,51.32,51.56,51.04,17.63K,0.49%
425,2020-12-29,51.09,51.02,51.63,50.86,91.33K,0.45%
426,2020-12-28,50.86,51.25,52.02,50.53,81.06K,-0.84%
427,2020-12-24,51.29,51.11,51.77,50.62,96.69K,0.18%
428,2020-12-23,51.2,49.7,51.59,49.2,182.63K,2.24%
429,2020-12-22,50.08,50.65,50.86,49.56,194.10K,-1.63%
430,2020-12-21,50.91,52.22,52.32,49.2,288.74K,-2.58%
431,2020-12-18,52.26,51.43,52.48,51.13,246.12K,1.48%
432,2020-12-17,51.5,51.12,51.9,51.08,233.88K,0.82%
433,2020-12-16,51.08,50.64,51.2,50.34,222.74K,0.63%
434,2020-12-15,50.76,50.3,50.89,49.78,190.55K,0.93%
435,2020-12-14,50.29,50.05,50.8,49.13,236.96K,0.64%
436,2020-12-11,49.97,50.45,50.74,49.74,231.87K,-0.56%
437,2020-12-10,50.25,49.0,51.06,48.86,288.73K,2.84%
438,2020-12-09,48.86,48.84,49.55,48.4,267.79K,0.04%
439,2020-12-08,48.84,48.58,49.0,48.09,225.24K,0.10%
440,2020-12-07,48.79,49.23,49.43,48.4,207.51K,-0.93%
441,2020-12-04,49.25,48.96,49.92,48.84,253.64K,1.11%
442,2020-12-03,48.71,48.0,48.94,47.67,274.73K,0.95%
443,2020-12-02,48.25,47.05,48.76,46.82,285.74K,1.75%
444,2020-12-01,47.42,47.79,48.3,46.88,258.69K,-0.36%
445,2020-11-30,47.59,47.91,47.99,46.85,20.68K,-1.22%
446,2020-11-27,48.18,47.81,48.44,47.34,87.75K,0.79%
447,2020-11-26,47.8,48.76,49.09,47.53,88.76K,-1.67%
448,2020-11-25,48.61,47.8,49.06,47.72,231.03K,1.57%
449,2020-11-24,47.86,45.9,48.03,45.89,263.24K,3.91%
450,2020-11-23,46.06,45.08,46.12,44.89,267.25K,2.45%
451,2020-11-20,44.96,44.15,45.24,44.05,264.01K,1.72%
452,2020-11-19,44.2,43.96,44.57,43.79,210.30K,-0.32%
453,2020-11-18,44.34,43.75,44.89,43.48,242.88K,1.35%
454,2020-11-17,43.75,43.89,44.25,43.08,226.35K,-0.16%
455,2020-11-16,43.82,42.71,44.67,42.71,268.43K,2.43%
456,2020-11-13,42.78,43.2,43.34,42.63,216.74K,-1.72%
457,2020-11-12,43.53,43.73,44.5,43.26,266.04K,-0.62%
458,2020-11-11,43.8,43.77,45.3,43.6,346.77K,0.44%
459,2020-11-10,43.61,41.75,44.11,41.71,315.25K,2.85%
460,2020-11-09,42.4,39.65,43.48,39.46,393.05K,7.48%
461,2020-11-06,39.45,40.63,40.69,39.34,255.44K,-3.62%
462,2020-11-05,40.93,40.96,41.53,40.33,219.20K,-0.73%
463,2020-11-04,41.23,40.13,41.33,39.42,250.87K,3.83%
464,2020-11-03,39.71,39.26,40.45,38.65,278.63K,1.90%
465,2020-11-02,38.97,37.37,39.36,35.74,326.07K,4.03%
466,2020-10-30,37.46,37.5,38.1,36.8,20.19K,-0.50%
467,2020-10-29,37.65,39.16,39.45,36.64,112.49K,-3.76%
468,2020-10-28,39.12,40.61,40.7,38.75,163.83K,-5.05%
469,2020-10-27,41.2,40.5,41.47,40.4,207.54K,1.83%
470,2020-10-26,40.46,41.53,41.63,40.22,210.53K,-3.14%
471,2020-10-23,41.77,42.4,42.8,41.5,205.21K,-1.63%
472,2020-10-22,42.46,41.59,42.79,41.46,257.20K,1.75%
473,2020-10-21,41.73,42.91,43.04,41.45,268.88K,-3.31%
474,2020-10-20,43.16,42.45,43.3,42.19,252.05K,1.27%
475,2020-10-19,42.62,42.69,43.23,42.36,209.06K,-0.72%
476,2020-10-16,42.93,43.1,43.21,42.27,197.16K,-0.53%
477,2020-10-15,43.16,43.45,43.48,41.56,295.28K,-0.37%
478,2020-10-14,43.32,42.43,43.45,42.13,279.12K,2.05%
479,2020-10-13,42.45,41.81,42.68,41.66,227.85K,1.75%
480,2020-10-12,41.72,42.6,42.71,41.36,238.87K,-2.64%
481,2020-10-09,42.85,43.36,43.57,42.61,254.62K,-1.13%
482,2020-10-08,43.34,42.15,43.47,41.86,266.26K,3.22%
483,2020-10-07,41.99,41.85,42.42,41.36,241.20K,-1.55%
484,2020-10-06,42.65,41.41,42.84,41.22,291.68K,3.29%
485,2020-10-05,41.29,39.19,41.78,39.14,273.76K,5.14%
486,2020-10-02,39.27,40.65,40.77,38.79,337.41K,-4.06%
487,2020-10-01,40.93,42.17,42.56,39.92,338.72K,-0.05%
488,2020-09-30,40.95,40.66,40.98,40.3,19.38K,-0.19%
489,2020-09-29,41.03,42.47,42.52,40.43,91.60K,-3.30%
490,2020-09-28,42.43,41.87,42.62,41.48,91.82K,1.22%
491,2020-09-25,41.92,41.85,42.33,41.52,129.40K,-0.05%
492,2020-09-24,41.94,41.36,42.02,41.27,162.93K,0.41%
493,2020-09-23,41.77,41.67,42.62,41.21,183.88K,0.12%
494,2020-09-22,41.72,41.79,42.2,41.21,210.74K,0.68%
495,2020-09-21,41.44,43.01,43.3,40.96,217.36K,-3.96%
496,2020-09-18,43.15,43.22,43.8,42.53,204.66K,-0.35%
497,2020-09-17,43.3,42.32,43.5,41.5,237.40K,2.56%
498,2020-09-16,42.22,40.72,42.44,40.59,237.25K,4.17%
499,2020-09-15,40.53,39.7,40.82,39.39,214.80K,2.32%
500,2020-09-14,39.61,39.78,40.09,39.3,200.09K,-0.55%
501,2020-09-11,39.83,39.96,40.34,39.38,211.88K,-0.57%
502,2020-09-10,40.06,40.58,40.96,39.71,208.86K,-1.79%
503,2020-09-09,40.79,39.65,41.2,39.37,278.22K,2.54%
504,2020-09-08,39.78,42.08,42.23,39.31,363.53K,-5.31%
505,2020-09-07,42.01,42.2,42.43,41.51,122.98K,-1.52%
506,2020-09-04,42.66,43.76,44.54,42.3,270.96K,-3.20%
507,2020-09-03,44.07,44.65,44.65,43.15,274.93K,-0.81%
508,2020-09-02,44.43,45.83,46.05,44.2,260.14K,-2.52%
509,2020-09-01,45.58,45.6,46.22,45.47,206.72K,0.66%
510,2020-08-31,45.28,45.8,46.53,45.21,174.31K,0.51%
511,2020-08-28,45.05,45.1,45.3,44.8,21.14K,-0.09%
512,2020-08-27,45.09,45.7,45.87,44.56,102.26K,-1.21%
513,2020-08-26,45.64,45.97,46.1,45.54,132.51K,-0.48%
514,2020-08-25,45.86,45.12,46.07,45.08,178.31K,1.62%
515,2020-08-24,45.13,44.5,45.18,44.29,176.64K,1.76%
516,2020-08-21,44.35,45.03,45.08,43.59,221.99K,-1.22%
517,2020-08-20,44.9,45.14,45.18,44.02,249.74K,-1.04%
518,2020-08-19,45.37,45.17,45.48,44.81,174.88K,-0.20%
519,2020-08-18,45.46,45.27,45.55,44.76,181.69K,0.20%
520,2020-08-17,45.37,44.86,45.41,44.53,164.23K,1.27%
521,2020-08-14,44.8,45.29,45.29,44.47,151.46K,-0.36%
522,2020-08-13,44.96,45.32,45.58,44.82,148.41K,-1.03%
523,2020-08-12,45.43,44.62,45.63,44.49,166.48K,2.09%
524,2020-08-11,44.5,45.05,45.79,44.39,202.74K,-1.09%
525,2020-08-10,44.99,44.66,45.26,44.37,135.30K,1.33%
526,2020-08-07,44.4,45.15,45.3,44.27,171.72K,-1.53%
527,2020-08-06,45.09,45.32,45.71,44.85,184.52K,-0.18%
528,2020-08-05,45.17,44.28,46.23,44.24,246.98K,1.67%
529,2020-08-04,44.43,43.84,44.82,43.24,227.12K,0.63%
530,2020-08-03,44.15,43.53,44.46,42.89,198.70K,1.96%
531,2020-07-31,43.3,43.29,43.44,43.05,14.42K,0.84%
532,2020-07-30,42.94,43.73,43.8,41.38,63.20K,-1.85%
533,2020-07-29,43.75,43.31,43.95,43.2,64.92K,1.23%
534,2020-07-28,43.22,43.55,43.84,43.0,107.34K,-0.44%
535,2020-07-27,43.41,43.35,43.77,42.39,174.75K,0.16%
536,2020-07-24,43.34,43.27,43.9,42.79,191.05K,0.07%
537,2020-07-23,43.31,44.1,44.77,43.13,262.24K,-2.21%
538,2020-07-22,44.29,44.03,44.4,43.62,202.16K,-0.07%
539,2020-07-21,44.32,43.17,44.89,43.16,229.78K,2.40%
540,2020-07-20,43.28,43.08,43.45,42.36,179.43K,0.32%
541,2020-07-17,43.14,43.4,43.45,42.64,162.40K,-0.53%
542,2020-07-16,43.37,43.71,43.8,43.14,172.16K,-0.96%
543,2020-07-15,43.79,43.07,43.85,42.7,232.18K,2.07%
544,2020-07-14,42.9,42.24,43.22,41.8,221.12K,0.42%
545,2020-07-13,42.72,43.12,43.34,42.14,200.31K,-1.20%
546,2020-07-10,43.24,42.36,43.42,41.32,214.05K,2.10%
547,2020-07-09,42.35,43.3,43.5,41.94,237.75K,-2.17%
548,2020-07-08,43.29,42.81,43.47,42.75,185.14K,0.49%
549,2020-07-07,43.08,43.13,43.45,42.46,183.23K,-0.05%
550,2020-07-06,43.1,42.79,43.71,42.74,185.02K,0.70%
551,2020-07-03,42.8,42.76,42.99,42.32,96.78K,-0.79%
552,2020-07-02,43.14,41.84,43.23,41.73,196.69K,2.64%
553,2020-07-01,42.03,41.58,42.62,41.03,252.52K,2.14%
554,2020-06-30,41.15,41.33,41.62,40.9,12.60K,-1.34%
555,2020-06-29,41.71,40.56,41.95,40.04,86.78K,1.68%
556,2020-06-26,41.02,41.44,41.81,40.29,120.32K,-0.07%
557,2020-06-25,41.05,40.35,41.64,39.47,166.05K,1.84%
558,2020-06-24,40.31,42.45,42.89,39.63,195.72K,-5.44%
559,2020-06-23,42.63,43.21,43.93,42.21,183.03K,-1.04%
560,2020-06-22,43.08,41.74,43.18,41.58,187.65K,2.11%
561,2020-06-19,42.19,41.72,42.92,41.03,217.49K,1.64%
562,2020-06-18,41.51,40.43,41.64,40.06,175.79K,1.97%
563,2020-06-17,40.71,40.61,41.46,40.03,175.24K,-0.61%
564,2020-06-16,40.96,39.94,41.65,38.95,248.58K,3.12%
565,2020-06-15,39.72,38.8,39.9,37.24,215.42K,2.56%
566,2020-06-12,38.73,37.88,39.45,37.01,237.89K,0.47%
567,2020-06-11,38.55,40.95,41.01,37.82,290.17K,-7.62%
568,2020-06-10,41.73,40.72,41.99,40.14,234.19K,1.34%
569,2020-06-09,41.18,41.1,41.45,39.85,222.36K,0.93%
570,2020-06-08,40.8,42.4,43.41,40.68,227.88K,-3.55%
571,2020-06-05,42.3,39.84,42.48,39.72,250.31K,5.78%
572,2020-06-04,39.99,39.6,40.1,39.04,172.61K,0.50%
573,2020-06-03,39.79,39.75,40.53,38.76,239.43K,0.56%
574,2020-06-02,39.57,38.34,39.75,38.26,205.22K,3.26%
575,2020-06-01,38.32,37.56,38.68,37.18,212.78K,8.46%
576,2020-05-29,35.33,35.15,35.37,34.06,14.71K,0.11%
577,2020-05-28,35.29,33.92,35.95,33.62,70.99K,1.58%
578,2020-05-27,34.74,35.93,36.16,33.98,112.25K,-3.95%
579,2020-05-26,36.17,35.66,36.68,35.26,129.98K,1.80%
580,2020-05-25,35.53,34.98,35.97,34.46,28.96K,1.14%
581,2020-05-22,35.13,36.18,36.23,33.54,174.59K,-2.58%
582,2020-05-21,36.06,35.82,36.98,35.75,178.55K,0.87%
583,2020-05-20,35.75,34.45,36.46,34.38,191.27K,3.17%
584,2020-05-19,34.65,35.66,35.76,34.2,188.93K,-0.46%
585,2020-05-18,34.81,32.78,35.72,32.69,232.25K,7.11%
586,2020-05-15,32.5,31.52,32.91,30.94,211.28K,4.40%
587,2020-05-14,31.13,29.52,31.55,28.88,222.21K,6.65%
588,2020-05-13,29.19,29.35,30.55,28.86,221.11K,-2.64%
589,2020-05-12,29.98,30.07,30.7,29.35,202.47K,1.18%
590,2020-05-11,29.63,30.7,31.47,29.35,242.21K,-4.33%
591,2020-05-08,30.97,29.6,31.14,29.43,147.30K,5.13%
592,2020-05-07,29.46,29.64,31.84,29.08,259.89K,-0.87%
593,2020-05-06,29.72,32.27,32.27,28.66,268.46K,-4.04%
594,2020-05-05,30.97,28.1,32.06,27.77,267.14K,13.86%
595,2020-05-04,27.2,26.1,28.08,25.5,215.73K,2.87%
596,2020-05-01,26.44,26.95,27.88,25.76,216.98K,4.63%
597,2020-04-30,25.27,22.87,25.76,22.87,9.69K,12.11%
598,2020-04-29,22.54,20.66,23.88,20.53,86.55K,10.17%
599,2020-04-28,20.46,19.9,21.29,18.73,123.22K,2.35%
600,2020-04-27,19.99,21.55,21.91,19.11,162.39K,-6.76%
601,2020-04-24,21.44,21.93,22.7,20.5,187.00K,0.52%
602,2020-04-23,21.33,20.89,23.22,20.07,256.30K,4.71%
603,2020-04-22,20.37,20.23,22.45,15.98,344.76K,5.38%
604,2020-04-21,19.33,26.33,26.5,17.51,637.21K,-24.40%
605,2020-04-20,25.57,28.05,28.25,25.37,361.83K,-8.94%
606,2020-04-17,28.08,28.66,28.93,27.58,286.17K,0.93%
607,2020-04-16,27.82,28.05,29.0,27.2,272.98K,0.47%
608,2020-04-15,27.69,30.26,30.33,27.16,284.34K,-6.45%
609,2020-04-14,29.6,32.25,32.32,29.38,297.55K,-6.74%
610,2020-04-13,31.74,33.99,33.99,30.63,223.29K,0.83%
611,2020-04-09,31.48,33.82,36.4,31.18,493.00K,-4.14%
612,2020-04-08,32.84,32.63,33.87,31.54,320.61K,3.04%
613,2020-04-07,31.87,33.66,34.18,31.74,303.42K,-3.57%
614,2020-04-06,33.05,31.76,34.24,30.03,296.07K,-3.11%
615,2020-04-03,34.11,29.89,35.0,28.25,541.28K,13.93%
616,2020-04-02,29.94,25.61,36.29,25.45,612.27K,21.02%
617,2020-04-01,24.74,25.99,26.28,24.52,347.29K,8.80%
618,2020-03-31,22.74,23.0,23.87,22.59,14.77K,-0.09%
619,2020-03-30,22.76,23.85,24.44,21.65,62.08K,-8.70%
620,2020-03-27,24.93,26.68,27.0,24.13,112.74K,-5.35%
621,2020-03-26,26.34,27.35,27.75,26.03,139.18K,-3.83%
622,2020-03-25,27.39,27.8,28.29,25.68,154.94K,0.88%
623,2020-03-24,27.15,27.72,28.65,26.69,198.91K,0.44%
624,2020-03-23,27.03,26.75,27.54,24.68,257.59K,0.19%
625,2020-03-20,26.98,28.1,30.94,26.81,313.84K,-5.23%
626,2020-03-19,28.47,27.19,29.42,24.96,335.72K,14.43%
627,2020-03-18,24.88,28.4,29.21,24.52,348.40K,-13.40%
628,2020-03-17,28.73,30.14,31.25,28.5,270.24K,-4.39%
629,2020-03-16,30.05,35.82,35.84,29.45,330.12K,-11.23%
630,2020-03-13,33.85,32.85,36.15,32.5,360.63K,1.90%
631,2020-03-12,33.22,35.99,36.46,32.5,472.74K,-7.18%
632,2020-03-11,35.79,37.27,39.7,35.35,471.77K,-3.84%
633,2020-03-10,37.22,35.84,38.22,35.0,551.29K,8.32%
634,2020-03-09,34.36,38.28,38.34,31.02,779.72K,-24.10%
635,2020-03-06,45.27,50.25,50.45,45.18,636.39K,-9.44%
636,2020-03-05,49.99,51.66,52.04,49.7,361.04K,-2.23%
637,2020-03-04,51.13,52.11,53.03,51.04,363.50K,-1.41%
638,2020-03-03,51.86,53.47,53.9,51.22,407.55K,-0.08%
639,2020-03-02,51.9,48.95,53.2,48.4,417.56K,2.73%
640,2020-02-28,50.52,51.42,51.52,50.05,20.36K,-3.18%
641,2020-02-27,52.18,53.18,53.25,50.97,112.16K,-2.34%
642,2020-02-26,53.43,55.13,55.45,53.03,171.50K,-2.77%
643,2020-02-25,54.95,56.46,56.98,54.62,210.28K,-2.40%
644,2020-02-24,56.3,57.85,57.86,55.13,236.33K,-3.76%
645,2020-02-21,58.5,59.0,59.25,57.73,236.49K,-1.37%
646,2020-02-20,59.31,59.31,60.0,58.9,268.65K,0.32%
647,2020-02-19,59.12,57.6,59.4,57.51,262.15K,2.37%
648,2020-02-18,57.75,57.35,57.83,56.3,249.20K,0.14%
649,2020-02-17,57.67,57.29,57.7,56.83,115.34K,0.61%
650,2020-02-14,57.32,56.41,57.53,56.15,258.14K,1.74%
651,2020-02-13,56.34,55.75,56.83,54.96,325.51K,0.99%
652,2020-02-12,55.79,54.41,56.36,54.39,305.45K,3.30%
653,2020-02-11,54.01,53.62,54.69,53.6,272.81K,1.39%
654,2020-02-10,53.27,54.2,54.71,53.11,280.18K,-2.20%
655,2020-02-07,54.47,55.14,55.4,54.21,270.80K,-0.84%
656,2020-02-06,54.93,55.56,56.58,54.25,379.87K,-0.63%
657,2020-02-05,55.28,54.05,56.46,54.05,412.27K,2.45%
658,2020-02-04,53.96,54.33,55.65,53.69,409.86K,-0.90%
659,2020-02-03,54.45,56.16,56.77,54.08,477.22K,-6.38%
660,2020-01-31,58.16,59.3,59.45,57.94,19.60K,-0.22%
661,2020-01-30,58.29,59.6,59.65,57.71,104.27K,-2.54%
662,2020-01-29,59.81,59.86,60.62,59.26,142.68K,0.50%
663,2020-01-28,59.51,59.03,60.12,58.5,248.95K,0.32%
664,2020-01-27,59.32,60.23,60.49,58.5,259.77K,-2.26%
665,2020-01-24,60.69,62.01,62.46,60.25,257.95K,-2.18%
666,2020-01-23,62.04,62.68,62.69,61.25,361.91K,-1.85%
667,2020-01-22,63.21,64.57,64.58,62.62,273.30K,-2.14%
668,2020-01-21,64.59,65.26,65.35,64.06,248.56K,-0.94%
669,2020-01-20,65.2,65.98,66.0,64.92,154.79K,0.54%
670,2020-01-17,64.85,64.69,65.6,64.48,238.64K,0.36%
671,2020-01-16,64.62,64.26,64.97,63.9,220.17K,0.97%
672,2020-01-15,64.0,64.44,64.6,63.55,229.53K,-0.76%
673,2020-01-14,64.49,64.29,65.05,63.92,270.50K,0.45%
674,2020-01-13,64.2,65.13,65.27,63.92,262.47K,-1.20%
675,2020-01-10,64.98,65.29,65.66,64.86,272.17K,-0.60%
676,2020-01-09,65.37,66.0,66.1,64.56,364.45K,-0.11%
677,2020-01-08,65.44,71.22,71.75,64.94,560.89K,-4.15%
678,2020-01-07,68.27,68.63,68.75,67.65,284.92K,-0.93%
679,2020-01-06,68.91,69.35,70.74,68.21,341.14K,0.45%
680,2020-01-03,68.6,66.28,69.5,66.22,479.70K,3.55%
681,2020-01-02,66.25,66.41,66.58,65.72,205.69K,0.38%
682,2019-12-31,66.0,66.65,66.93,65.63,171.01K,-3.57%
683,2019-12-30,68.44,68.2,68.99,68.16,29.42K,0.41%
684,2019-12-27,68.16,67.91,68.33,67.57,112.22K,0.35%
685,2019-12-26,67.92,67.27,67.99,67.22,69.82K,1.07%
686,2019-12-24,67.2,66.44,67.26,66.36,106.43K,1.22%
687,2019-12-23,66.39,66.15,66.62,65.81,131.42K,0.38%
688,2019-12-20,66.14,66.56,66.72,65.7,217.98K,-0.60%
689,2019-12-19,66.54,66.19,66.78,66.03,249.54K,0.56%
690,2019-12-18,66.17,65.84,66.43,65.56,262.34K,0.11%
691,2019-12-17,66.1,65.31,66.24,65.12,245.83K,1.16%
692,2019-12-16,65.34,65.05,65.66,64.88,186.09K,0.18%
693,2019-12-13,65.22,64.56,65.79,64.5,232.75K,1.59%
694,2019-12-12,64.2,63.9,64.85,63.87,238.31K,0.75%
695,2019-12-11,63.72,64.0,64.26,63.01,250.14K,-0.96%
696,2019-12-10,64.34,64.03,64.69,63.78,235.19K,0.14%
697,2019-12-09,64.25,64.29,64.5,63.61,239.77K,-0.22%
698,2019-12-06,64.39,63.41,64.88,62.83,314.60K,1.58%
699,2019-12-05,63.39,62.97,63.91,62.75,294.84K,0.62%
700,2019-12-04,63.0,61.08,63.51,61.0,319.04K,3.58%
701,2019-12-03,60.82,61.05,61.58,60.3,248.55K,-0.16%
702,2019-12-02,60.92,60.73,62.09,60.72,297.87K,-2.42%
703,2019-11-29,62.43,63.77,63.86,62.36,19.65K,-2.25%
704,2019-11-28,63.87,63.91,64.0,63.19,96.08K,-0.30%
705,2019-11-27,64.06,64.02,64.6,63.51,125.47K,-0.33%
706,2019-11-26,64.27,63.7,64.32,63.44,181.10K,0.97%
707,2019-11-25,63.65,63.6,63.8,62.97,212.05K,0.41%
708,2019-11-22,63.39,63.62,64.27,62.98,228.74K,-0.91%
709,2019-11-21,63.97,62.22,64.03,61.92,318.49K,2.52%
710,2019-11-20,62.4,60.94,62.8,60.3,343.31K,2.45%
711,2019-11-19,60.91,62.28,62.57,60.7,296.80K,-2.45%
712,2019-11-18,62.44,63.36,63.57,61.94,228.25K,-1.36%
713,2019-11-15,63.3,62.47,63.65,61.7,255.68K,1.64%
714,2019-11-14,62.28,62.61,63.21,62.15,234.78K,-0.14%
715,2019-11-13,62.37,61.85,62.74,61.22,273.03K,0.50%
716,2019-11-12,62.06,62.11,62.85,61.82,238.17K,-0.19%
717,2019-11-11,62.18,62.6,62.76,61.57,213.34K,-0.53%
718,2019-11-08,62.51,62.29,62.7,60.66,287.67K,0.35%
719,2019-11-07,62.29,61.73,62.89,61.65,261.07K,0.89%
720,2019-11-06,61.74,62.78,63.32,61.59,275.94K,-1.94%
721,2019-11-05,62.96,62.04,63.19,61.85,231.67K,1.34%
722,2019-11-04,62.13,61.8,62.78,61.28,235.38K,0.71%
723,2019-11-01,61.69,59.45,61.82,59.4,236.09K,2.42%
724,2019-10-31,60.23,60.57,61.13,60.07,13.90K,-0.63%
725,2019-10-30,60.61,61.6,61.93,60.45,105.87K,-1.59%
726,2019-10-29,61.59,61.61,61.98,60.66,136.93K,0.03%
727,2019-10-28,61.57,62.04,62.34,61.19,167.86K,-0.73%
728,2019-10-25,62.02,61.5,62.11,60.93,204.45K,0.57%
729,2019-10-24,61.67,60.99,61.9,60.64,215.54K,0.82%
730,2019-10-23,61.17,59.48,61.3,58.85,313.23K,2.46%
731,2019-10-22,59.7,59.05,60.26,58.75,260.60K,1.26%
732,2019-10-21,58.96,59.23,59.55,58.26,212.57K,-0.77%
733,2019-10-18,59.42,59.78,60.29,59.01,228.14K,-0.82%
734,2019-10-17,59.91,58.99,60.04,58.69,269.84K,0.82%
735,2019-10-16,59.42,58.9,59.75,58.36,257.88K,1.16%
736,2019-10-15,58.74,59.3,59.68,58.0,305.68K,-1.03%
737,2019-10-14,59.35,60.69,60.73,58.5,283.07K,-1.92%
738,2019-10-11,60.51,59.53,60.69,59.21,367.63K,2.39%
739,2019-10-10,59.1,58.04,59.6,57.8,262.53K,1.34%
740,2019-10-09,58.32,58.02,59.35,57.91,266.48K,0.14%
741,2019-10-08,58.24,58.47,58.92,57.38,274.74K,-0.19%
742,2019-10-07,58.35,58.02,59.68,58.02,228.41K,-0.03%
743,2019-10-04,58.37,57.69,58.96,57.67,299.92K,1.14%
744,2019-10-03,57.71,57.54,57.99,56.15,336.90K,0.03%
745,2019-10-02,57.69,59.25,59.5,57.22,307.91K,-2.04%
746,2019-10-01,58.89,59.38,60.1,58.41,291.67K,-3.11%
747,2019-09-30,60.78,62.24,62.24,60.73,22.01K,-1.83%
748,2019-09-27,61.91,62.48,62.75,60.76,97.33K,-1.32%
749,2019-09-26,62.74,62.58,62.92,61.45,115.57K,0.56%
750,2019-09-25,62.39,62.44,62.81,61.23,201.47K,-1.13%
751,2019-09-24,63.1,64.4,64.6,62.3,216.28K,-2.58%
752,2019-09-23,64.77,65.23,65.5,63.53,204.78K,0.76%
753,2019-09-20,64.28,65.0,65.28,64.05,224.88K,-0.19%
754,2019-09-19,64.4,63.51,65.57,63.46,258.85K,1.26%
755,2019-09-18,63.6,64.23,64.99,63.04,295.05K,-1.47%
756,2019-09-17,64.55,68.15,69.26,63.55,620.49K,-6.48%
757,2019-09-16,69.02,66.45,71.95,64.75,735.54K,14.61%
758,2019-09-13,60.22,60.45,60.81,59.6,195.83K,-0.26%
759,2019-09-12,60.38,61.16,61.39,58.92,358.09K,-0.71%
760,2019-09-11,60.81,62.88,63.27,60.52,315.12K,-2.52%
761,2019-09-10,62.38,62.82,63.78,62.17,267.55K,-0.34%
762,2019-09-09,62.59,61.6,63.0,61.57,249.71K,1.71%
763,2019-09-06,61.54,60.81,61.88,59.4,287.36K,0.97%
764,2019-09-05,60.95,60.49,62.4,60.25,292.06K,0.41%
765,2019-09-04,60.7,58.17,60.96,58.13,283.10K,4.19%
766,2019-09-03,58.26,58.54,58.87,57.23,265.12K,-0.68%
767,2019-09-02,58.66,58.8,59.26,58.1,121.64K,-2.93%
768,2019-08-30,60.43,60.98,61.17,60.25,25.14K,-1.06%
769,2019-08-29,61.08,60.48,61.19,59.98,131.09K,0.98%
770,2019-08-28,60.49,60.04,61.0,59.8,134.26K,1.65%
771,2019-08-27,59.51,58.8,60.17,58.51,218.37K,1.38%
772,2019-08-26,58.7,58.35,60.17,58.24,183.30K,-1.08%
773,2019-08-23,59.34,60.11,60.29,58.3,321.24K,-0.97%
774,2019-08-22,59.92,60.43,60.89,59.47,276.11K,-0.63%
775,2019-08-21,60.3,60.11,61.41,60.07,269.68K,0.45%
776,2019-08-20,60.03,59.68,60.32,58.95,245.25K,0.49%
777,2019-08-19,59.74,58.72,59.92,58.64,211.45K,1.88%
778,2019-08-16,58.64,58.41,59.5,58.28,209.43K,0.70%
779,2019-08-15,58.23,59.07,59.42,57.67,298.67K,-2.10%
780,2019-08-14,59.48,61.07,61.08,58.21,320.43K,-2.97%
781,2019-08-13,61.3,58.47,61.5,58.0,338.08K,4.66%
782,2019-08-12,58.57,58.3,58.88,57.88,221.35K,0.07%
783,2019-08-09,58.53,57.74,59.1,57.11,281.80K,2.00%
784,2019-08-08,57.38,57.48,58.01,56.77,299.69K,2.05%
785,2019-08-07,56.23,58.68,59.23,55.88,485.19K,-4.60%
786,2019-08-06,58.94,59.56,60.56,58.55,328.15K,-1.45%
787,2019-08-05,59.81,61.46,61.56,59.66,378.86K,-3.36%
